,european_identity,eu_migrants,noneu_migrants,socialclass,life_satisfaction,national_econ,job_situation,attachment_country,rightwing,age,gender
15367,2.0,0.0,0.0,1,4,2.0,2.0,2.0,5.0,33,1
15368,4.0,0.0,0.0,1,3,2.0,2.0,1.0,3.0,35,0
15369,1.0,0.0,0.0,1,1,1.0,2.0,1.0,1.0,19,1
15375,3.0,1.0,1.0,1,4,3.0,3.0,3.0,5.0,25,0
15377,1.0,1.0,1.0,3,2,2.0,1.0,4.0,2.0,70,1
15378,2.0,1.0,1.0,1,3,3.0,3.0,4.0,4.0,51,1
15379,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,43,0
15380,2.0,1.0,0.0,3,3,2.0,3.0,4.0,2.0,59,0
15382,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,26,1
15383,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,22,1
15384,2.0,1.0,0.0,3,3,2.0,4.0,4.0,4.0,32,1
15387,1.0,1.0,0.0,3,2,2.0,3.0,3.0,3.0,19,0
15388,1.0,1.0,1.0,1,3,2.0,2.0,3.0,4.0,43,0
15389,1.0,1.0,1.0,1,2,3.0,3.0,4.0,3.0,42,0
15401,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,19,1
15403,1.0,1.0,0.0,2,3,2.0,3.0,4.0,4.0,56,0
15407,3.0,1.0,1.0,3,4,4.0,4.0,4.0,5.0,58,1
15410,1.0,1.0,1.0,3,2,2.0,2.0,4.0,2.0,51,1
15411,1.0,1.0,0.0,3,2,3.0,3.0,4.0,2.0,67,0
15412,3.0,1.0,1.0,3,4,2.0,3.0,4.0,4.0,22,0
15413,1.0,1.0,0.0,2,2,1.0,1.0,4.0,4.0,70,0
15414,1.0,0.0,0.0,3,3,2.0,2.0,4.0,2.0,70,0
15415,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,40,1
15416,3.0,1.0,0.0,2,3,1.0,2.0,4.0,2.0,47,0
15417,2.0,0.0,1.0,3,2,1.0,2.0,3.0,4.0,64,1
15418,2.0,1.0,0.0,3,2,1.0,2.0,4.0,3.0,59,1
15419,2.0,1.0,0.0,3,2,1.0,3.0,4.0,3.0,36,1
15420,4.0,0.0,0.0,1,1,2.0,2.0,2.0,5.0,35,0
15421,1.0,0.0,0.0,1,4,2.0,2.0,1.0,5.0,36,0
15422,1.0,0.0,0.0,1,4,2.0,2.0,3.0,5.0,25,1
15423,1.0,0.0,1.0,1,4,2.0,2.0,2.0,1.0,40,1
15424,1.0,1.0,0.0,1,1,2.0,2.0,2.0,5.0,36,1
15425,1.0,0.0,0.0,1,4,2.0,1.0,1.0,5.0,55,0
15428,1.0,0.0,1.0,1,1,3.0,2.0,3.0,2.0,50,0
15429,1.0,1.0,0.0,1,1,3.0,2.0,2.0,5.0,60,1
15431,1.0,0.0,0.0,1,1,1.0,1.0,4.0,3.0,52,1
15434,2.0,1.0,1.0,1,3,3.0,3.0,4.0,5.0,44,0
15437,2.0,1.0,0.0,3,2,2.0,2.0,4.0,2.0,63,0
15438,2.0,1.0,0.0,3,3,3.0,3.0,4.0,4.0,43,0
15440,1.0,1.0,0.0,1,3,3.0,3.0,4.0,4.0,60,1
15441,1.0,1.0,0.0,1,2,2.0,1.0,4.0,3.0,56,0
15443,2.0,0.0,0.0,2,3,4.0,4.0,4.0,5.0,65,1
15444,2.0,1.0,0.0,1,2,1.0,1.0,3.0,3.0,60,0
15445,3.0,0.0,0.0,3,4,2.0,4.0,4.0,5.0,43,1
15446,1.0,0.0,0.0,2,2,2.0,1.0,4.0,3.0,34,0
15447,1.0,1.0,0.0,2,2,2.0,3.0,4.0,5.0,65,0
15448,2.0,1.0,1.0,1,2,2.0,2.0,3.0,3.0,38,1
15449,3.0,1.0,0.0,3,2,2.0,3.0,4.0,5.0,52,0
15450,1.0,1.0,0.0,2,2,2.0,2.0,4.0,5.0,46,0
15453,2.0,1.0,1.0,1,2,1.0,1.0,4.0,1.0,62,1
15454,2.0,1.0,1.0,1,3,2.0,3.0,4.0,3.0,58,0
15456,1.0,0.0,0.0,1,1,1.0,1.0,4.0,1.0,67,0
15457,1.0,0.0,0.0,1,1,1.0,1.0,3.0,3.0,51,1
15459,1.0,1.0,0.0,1,2,1.0,3.0,4.0,1.0,65,1
15465,2.0,1.0,0.0,2,2,1.0,3.0,4.0,5.0,32,0
15466,1.0,0.0,0.0,1,1,1.0,1.0,4.0,1.0,86,1
15473,1.0,1.0,1.0,1,1,1.0,1.0,4.0,1.0,85,0
15475,2.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,56,0
15477,2.0,1.0,0.0,1,2,2.0,3.0,4.0,3.0,50,1
15479,2.0,0.0,0.0,1,2,2.0,2.0,3.0,3.0,50,1
15480,1.0,0.0,0.0,1,1,2.0,2.0,3.0,1.0,88,0
15481,2.0,0.0,0.0,1,2,2.0,2.0,3.0,5.0,54,0
15482,1.0,0.0,0.0,1,1,1.0,1.0,1.0,3.0,32,1
15483,1.0,0.0,0.0,1,3,2.0,3.0,4.0,3.0,77,0
15484,1.0,0.0,0.0,2,1,1.0,1.0,3.0,1.0,59,0
15485,3.0,1.0,0.0,3,4,2.0,3.0,2.0,4.0,36,0
15486,1.0,1.0,1.0,3,2,1.0,2.0,4.0,4.0,54,0
15489,2.0,1.0,1.0,1,1,1.0,1.0,3.0,5.0,56,1
15493,3.0,1.0,0.0,1,3,3.0,3.0,3.0,5.0,26,0
15494,2.0,0.0,1.0,1,2,2.0,2.0,4.0,5.0,75,1
15495,2.0,1.0,0.0,1,2,2.0,2.0,4.0,5.0,62,1
15496,1.0,1.0,0.0,1,1,1.0,2.0,3.0,5.0,55,0
15498,1.0,0.0,0.0,1,4,3.0,1.0,3.0,1.0,30,0
15500,2.0,1.0,0.0,3,3,2.0,3.0,3.0,3.0,49,1
15510,1.0,0.0,1.0,1,1,1.0,2.0,4.0,3.0,45,0
15511,2.0,1.0,1.0,2,3,1.0,4.0,4.0,4.0,37,0
15512,1.0,0.0,1.0,1,1,1.0,1.0,4.0,3.0,47,1
15514,1.0,1.0,0.0,2,2,1.0,2.0,4.0,5.0,57,1
15515,1.0,1.0,0.0,1,2,1.0,1.0,4.0,1.0,76,1
15521,1.0,0.0,0.0,1,3,2.0,3.0,4.0,4.0,34,0
15522,1.0,0.0,0.0,1,1,1.0,1.0,4.0,1.0,67,1
15523,1.0,1.0,0.0,3,4,3.0,4.0,4.0,3.0,31,0
15525,1.0,1.0,0.0,1,1,2.0,1.0,4.0,3.0,63,0
15526,4.0,1.0,0.0,2,4,4.0,4.0,4.0,5.0,41,1
15527,3.0,1.0,0.0,3,4,3.0,3.0,4.0,5.0,45,1
15528,4.0,1.0,0.0,2,4,4.0,4.0,4.0,5.0,42,1
15529,1.0,1.0,0.0,3,2,1.0,1.0,4.0,4.0,29,0
15530,3.0,1.0,0.0,3,4,3.0,3.0,4.0,5.0,47,1
15532,1.0,1.0,0.0,3,1,2.0,1.0,4.0,3.0,30,0
15534,1.0,0.0,0.0,1,2,1.0,1.0,4.0,2.0,65,0
15536,1.0,1.0,0.0,1,3,2.0,4.0,4.0,3.0,45,0
15537,2.0,1.0,0.0,1,4,2.0,3.0,3.0,4.0,23,1
15538,1.0,1.0,1.0,3,3,3.0,3.0,4.0,4.0,29,1
15539,1.0,0.0,1.0,1,3,2.0,2.0,3.0,3.0,55,0
15540,1.0,1.0,0.0,4,3,2.0,2.0,3.0,3.0,45,1
15541,2.0,1.0,0.0,4,3,2.0,3.0,3.0,2.0,51,1
15547,1.0,1.0,1.0,5,3,2.0,3.0,3.0,3.0,50,0
15548,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,22,0
15551,1.0,0.0,0.0,2,1,1.0,1.0,4.0,1.0,73,1
15555,2.0,1.0,0.0,3,3,2.0,3.0,4.0,4.0,27,0
15560,2.0,1.0,0.0,3,2,1.0,3.0,4.0,1.0,58,1
15561,2.0,1.0,0.0,3,3,1.0,2.0,4.0,3.0,52,1
15562,2.0,1.0,1.0,3,2,1.0,3.0,4.0,2.0,61,0
15563,2.0,1.0,0.0,3,3,2.0,2.0,4.0,3.0,29,0
15564,2.0,0.0,1.0,3,3,1.0,2.0,4.0,4.0,47,1
15566,1.0,0.0,0.0,1,2,2.0,2.0,4.0,1.0,79,1
15567,3.0,0.0,0.0,1,3,3.0,3.0,4.0,5.0,20,0
15568,4.0,0.0,0.0,1,2,3.0,3.0,4.0,5.0,32,1
15569,2.0,0.0,0.0,3,3,3.0,3.0,3.0,5.0,44,0
15571,2.0,0.0,0.0,2,2,2.0,1.0,4.0,5.0,32,0
15575,2.0,0.0,1.0,1,3,3.0,3.0,4.0,3.0,71,0
15576,2.0,1.0,0.0,3,3,4.0,3.0,4.0,5.0,44,1
15577,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,42,0
15583,2.0,1.0,0.0,3,3,3.0,3.0,3.0,1.0,62,1
15584,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,37,0
15585,2.0,1.0,0.0,3,3,3.0,3.0,4.0,2.0,57,1
15587,1.0,1.0,0.0,1,3,2.0,3.0,4.0,4.0,42,0
15589,1.0,0.0,0.0,1,1,1.0,1.0,4.0,1.0,69,0
15590,1.0,1.0,0.0,1,2,2.0,1.0,4.0,2.0,66,1
15595,2.0,1.0,1.0,1,2,2.0,3.0,4.0,3.0,25,1
15596,2.0,1.0,1.0,1,3,4.0,3.0,3.0,3.0,50,0
15597,2.0,1.0,1.0,1,3,4.0,3.0,4.0,3.0,48,1
15598,2.0,1.0,1.0,1,3,4.0,3.0,4.0,4.0,53,1
15599,1.0,1.0,0.0,2,1,2.0,1.0,4.0,1.0,74,0
15600,1.0,1.0,0.0,3,3,1.0,3.0,4.0,3.0,53,0
15601,2.0,1.0,1.0,1,3,2.0,2.0,4.0,3.0,43,1
15602,2.0,1.0,1.0,1,3,4.0,2.0,3.0,3.0,54,1
15603,2.0,1.0,1.0,1,3,4.0,3.0,4.0,4.0,44,1
15604,2.0,1.0,1.0,1,3,3.0,4.0,4.0,3.0,35,0
15606,2.0,1.0,0.0,1,2,1.0,2.0,4.0,3.0,38,1
15611,2.0,1.0,0.0,3,3,1.0,3.0,4.0,3.0,46,0
15612,2.0,1.0,0.0,4,3,2.0,3.0,4.0,4.0,50,1
15615,2.0,1.0,0.0,3,3,1.0,3.0,4.0,3.0,53,0
15619,2.0,0.0,0.0,3,3,1.0,3.0,4.0,5.0,63,1
15622,2.0,1.0,0.0,3,3,1.0,3.0,4.0,1.0,66,1
15623,2.0,0.0,0.0,2,2,2.0,2.0,4.0,2.0,70,1
15626,3.0,1.0,0.0,3,2,2.0,1.0,2.0,4.0,28,0
15628,1.0,0.0,1.0,2,3,2.0,2.0,4.0,3.0,66,1
15630,1.0,0.0,0.0,2,2,1.0,3.0,4.0,3.0,60,1
15631,2.0,1.0,0.0,3,3,1.0,2.0,4.0,4.0,58,1
15632,2.0,1.0,0.0,3,2,1.0,2.0,4.0,2.0,34,1
15634,2.0,0.0,1.0,3,2,1.0,1.0,4.0,2.0,43,0
15637,3.0,1.0,1.0,3,4,3.0,3.0,4.0,3.0,22,1
15639,3.0,1.0,0.0,3,3,3.0,3.0,3.0,3.0,48,1
15640,3.0,1.0,0.0,3,2,2.0,2.0,3.0,2.0,52,0
15642,1.0,0.0,0.0,1,2,1.0,2.0,3.0,1.0,55,1
15648,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,23,1
15649,1.0,1.0,0.0,1,2,2.0,2.0,4.0,3.0,77,1
15650,1.0,1.0,0.0,3,2,2.0,2.0,3.0,2.0,33,0
15651,1.0,1.0,0.0,1,4,2.0,2.0,4.0,3.0,47,0
15652,1.0,1.0,0.0,1,3,2.0,2.0,4.0,3.0,42,0
15653,1.0,1.0,1.0,1,3,3.0,3.0,4.0,1.0,79,0
15655,1.0,1.0,1.0,1,2,2.0,2.0,4.0,1.0,75,0
15656,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,55,0
15657,1.0,1.0,0.0,2,2,2.0,3.0,3.0,4.0,44,1
15658,2.0,0.0,0.0,1,3,3.0,2.0,3.0,1.0,64,1
15659,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,32,0
15660,1.0,1.0,0.0,2,2,3.0,3.0,4.0,3.0,35,1
15661,2.0,0.0,0.0,2,3,2.0,2.0,4.0,1.0,60,0
15662,1.0,1.0,0.0,2,3,3.0,3.0,4.0,3.0,62,1
15663,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,46,0
15664,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,50,1
15666,1.0,1.0,1.0,2,2,1.0,2.0,4.0,3.0,39,0
15670,1.0,0.0,0.0,1,1,1.0,2.0,4.0,1.0,63,1
15673,1.0,1.0,0.0,1,2,2.0,1.0,4.0,1.0,76,1
15674,1.0,0.0,0.0,1,1,1.0,1.0,1.0,3.0,68,1
15675,1.0,1.0,0.0,1,1,1.0,1.0,4.0,2.0,81,0
15676,3.0,1.0,0.0,2,3,3.0,3.0,3.0,4.0,35,1
15678,1.0,1.0,0.0,1,3,3.0,2.0,4.0,1.0,71,1
15679,2.0,1.0,0.0,3,4,3.0,3.0,4.0,5.0,38,1
15680,1.0,1.0,0.0,1,3,4.0,3.0,4.0,3.0,70,1
15681,2.0,1.0,0.0,3,4,3.0,3.0,4.0,5.0,24,0
15683,1.0,1.0,1.0,3,4,3.0,3.0,4.0,4.0,64,1
15684,2.0,1.0,0.0,1,2,2.0,3.0,4.0,5.0,64,1
15687,2.0,1.0,0.0,2,3,2.0,3.0,4.0,5.0,48,1
15688,2.0,1.0,0.0,3,3,2.0,2.0,4.0,3.0,61,0
15689,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,58,0
15690,2.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,56,0
15691,2.0,1.0,0.0,3,3,2.0,3.0,4.0,4.0,43,0
15692,1.0,1.0,0.0,2,2,2.0,3.0,4.0,1.0,51,1
15693,1.0,1.0,1.0,3,3,2.0,3.0,4.0,4.0,58,1
15694,2.0,1.0,0.0,3,3,2.0,3.0,4.0,4.0,44,0
15695,2.0,1.0,0.0,3,3,2.0,3.0,4.0,2.0,54,0
15696,1.0,1.0,0.0,3,1,1.0,1.0,4.0,3.0,78,0
15698,1.0,1.0,0.0,3,2,2.0,1.0,4.0,4.0,57,0
15699,2.0,1.0,1.0,4,3,3.0,3.0,3.0,5.0,54,0
15700,1.0,1.0,1.0,1,3,2.0,3.0,4.0,4.0,48,0
15703,2.0,1.0,1.0,1,4,2.0,4.0,4.0,1.0,46,0
15704,1.0,0.0,1.0,3,3,2.0,3.0,2.0,5.0,42,0
15705,2.0,1.0,0.0,3,3,2.0,3.0,4.0,1.0,69,1
15706,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,42,1
15711,2.0,1.0,0.0,1,2,2.0,2.0,3.0,4.0,49,0
15712,1.0,0.0,0.0,1,3,3.0,3.0,4.0,2.0,75,1
15715,1.0,1.0,0.0,1,2,2.0,1.0,3.0,3.0,39,1
15717,4.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,62,0
15718,2.0,1.0,0.0,1,3,3.0,3.0,4.0,1.0,65,1
15719,2.0,1.0,0.0,1,2,2.0,2.0,4.0,1.0,62,1
15722,1.0,1.0,1.0,2,2,3.0,3.0,4.0,4.0,66,0
15723,1.0,1.0,1.0,2,2,2.0,2.0,3.0,3.0,76,0
15724,1.0,0.0,0.0,2,1,2.0,1.0,3.0,4.0,72,0
15725,4.0,1.0,1.0,3,3,2.0,1.0,3.0,1.0,49,0
15726,2.0,1.0,0.0,1,2,2.0,2.0,4.0,3.0,51,1
15729,2.0,1.0,0.0,1,2,2.0,3.0,4.0,3.0,51,0
15730,1.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,56,0
15732,1.0,1.0,0.0,1,2,2.0,2.0,4.0,2.0,55,0
15733,1.0,0.0,1.0,1,3,3.0,1.0,4.0,4.0,65,1
15734,2.0,1.0,0.0,3,3,2.0,3.0,4.0,5.0,64,0
15735,2.0,0.0,0.0,1,3,2.0,3.0,4.0,5.0,21,0
15736,3.0,1.0,0.0,4,2,2.0,3.0,4.0,5.0,55,1
15739,2.0,1.0,1.0,1,2,2.0,3.0,4.0,3.0,46,0
15740,1.0,0.0,0.0,1,2,1.0,2.0,4.0,3.0,55,0
15743,1.0,1.0,1.0,3,3,3.0,3.0,4.0,1.0,42,0
15744,2.0,1.0,0.0,1,2,2.0,3.0,4.0,5.0,38,0
15745,1.0,1.0,0.0,1,3,3.0,2.0,4.0,5.0,65,0
15746,2.0,1.0,0.0,1,2,2.0,3.0,4.0,4.0,49,0
15747,2.0,1.0,1.0,2,3,3.0,3.0,4.0,4.0,25,1
15748,1.0,0.0,0.0,1,2,2.0,2.0,4.0,1.0,68,1
15750,2.0,1.0,1.0,2,3,3.0,3.0,4.0,5.0,49,0
15752,1.0,0.0,0.0,1,1,1.0,1.0,3.0,5.0,41,0
15754,1.0,1.0,0.0,3,4,2.0,3.0,4.0,5.0,60,0
15755,1.0,1.0,0.0,1,3,1.0,3.0,4.0,5.0,61,0
15758,2.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,44,0
15764,3.0,1.0,0.0,1,2,2.0,3.0,4.0,5.0,35,0
15766,1.0,1.0,0.0,1,2,2.0,2.0,4.0,3.0,68,0
15767,2.0,1.0,0.0,2,2,2.0,3.0,4.0,5.0,60,1
15771,2.0,1.0,1.0,3,2,1.0,3.0,3.0,4.0,42,0
15773,3.0,1.0,0.0,1,3,3.0,3.0,4.0,4.0,64,1
15774,2.0,1.0,0.0,3,4,3.0,4.0,3.0,4.0,29,1
15775,2.0,1.0,0.0,3,3,2.0,3.0,3.0,2.0,26,0
15778,2.0,1.0,0.0,3,3,2.0,3.0,4.0,1.0,68,0
15779,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,44,1
15780,2.0,1.0,0.0,3,3,3.0,4.0,4.0,3.0,26,0
15781,2.0,1.0,0.0,2,3,2.0,3.0,4.0,1.0,73,1
15784,2.0,1.0,0.0,1,3,2.0,3.0,4.0,4.0,39,1
15786,3.0,1.0,0.0,3,3,2.0,4.0,4.0,5.0,52,0
15789,1.0,1.0,0.0,1,2,2.0,2.0,4.0,4.0,69,1
15792,2.0,1.0,1.0,2,2,1.0,3.0,4.0,5.0,41,0
15793,1.0,1.0,0.0,1,2,2.0,3.0,3.0,4.0,49,0
15794,1.0,1.0,0.0,1,2,1.0,1.0,3.0,2.0,68,1
15795,1.0,0.0,1.0,1,1,1.0,1.0,3.0,2.0,66,0
15796,1.0,1.0,0.0,1,1,1.0,2.0,3.0,4.0,64,1
15797,3.0,1.0,0.0,1,2,2.0,2.0,3.0,4.0,46,1
15803,2.0,1.0,0.0,1,2,2.0,2.0,4.0,3.0,40,0
15808,2.0,1.0,0.0,1,3,1.0,3.0,4.0,5.0,35,0
15813,2.0,1.0,0.0,2,1,1.0,2.0,4.0,5.0,30,1
15817,1.0,1.0,1.0,1,3,3.0,3.0,3.0,1.0,61,1
15818,1.0,1.0,1.0,1,2,2.0,2.0,3.0,1.0,55,0
15819,2.0,1.0,1.0,3,3,4.0,4.0,3.0,3.0,35,1
15820,2.0,1.0,1.0,1,3,4.0,4.0,4.0,5.0,53,1
15821,1.0,1.0,0.0,1,3,2.0,2.0,4.0,5.0,70,0
15827,2.0,1.0,0.0,1,2,2.0,3.0,4.0,2.0,50,1
15835,1.0,1.0,1.0,1,4,3.0,4.0,4.0,4.0,29,1
15836,1.0,1.0,1.0,1,3,3.0,3.0,4.0,3.0,54,1
15846,2.0,1.0,1.0,1,3,2.0,4.0,4.0,4.0,35,1
15847,2.0,1.0,0.0,2,3,2.0,3.0,4.0,4.0,47,1
15848,2.0,1.0,0.0,2,4,2.0,4.0,4.0,3.0,33,0
15849,2.0,1.0,0.0,1,3,2.0,4.0,4.0,4.0,42,0
15850,2.0,1.0,0.0,1,3,2.0,4.0,4.0,3.0,38,1
15851,1.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,51,1
15853,2.0,1.0,0.0,1,3,1.0,4.0,4.0,5.0,48,0
15854,1.0,1.0,0.0,1,3,2.0,3.0,4.0,2.0,59,1
15855,2.0,1.0,0.0,1,3,2.0,4.0,4.0,5.0,50,0
15856,1.0,1.0,1.0,1,3,2.0,3.0,4.0,5.0,44,1
15857,2.0,1.0,0.0,1,4,2.0,1.0,4.0,3.0,19,0
15858,2.0,1.0,0.0,1,4,1.0,3.0,4.0,3.0,37,1
15859,1.0,1.0,1.0,1,3,2.0,1.0,4.0,1.0,78,0
15860,2.0,1.0,0.0,1,4,2.0,4.0,4.0,3.0,25,1
15861,1.0,1.0,1.0,1,3,2.0,3.0,4.0,4.0,37,1
15862,2.0,1.0,0.0,1,3,2.0,3.0,4.0,4.0,42,0
15864,4.0,1.0,0.0,1,3,2.0,3.0,4.0,2.0,43,0
15865,4.0,0.0,1.0,1,1,3.0,2.0,4.0,3.0,46,1
15866,1.0,0.0,0.0,1,2,2.0,2.0,4.0,4.0,86,0
15867,2.0,0.0,1.0,1,2,2.0,4.0,4.0,4.0,48,0
15868,1.0,0.0,0.0,1,1,1.0,2.0,4.0,3.0,46,1
15870,2.0,0.0,0.0,2,3,2.0,2.0,3.0,3.0,32,0
15871,2.0,0.0,0.0,2,3,2.0,2.0,4.0,4.0,31,0
15875,1.0,1.0,0.0,3,3,3.0,4.0,4.0,4.0,59,0
15877,2.0,0.0,1.0,2,3,3.0,3.0,4.0,4.0,32,0
15880,3.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,56,1
15881,1.0,1.0,1.0,1,2,2.0,3.0,4.0,3.0,57,0
15882,1.0,1.0,1.0,1,1,2.0,2.0,4.0,3.0,53,0
15883,1.0,1.0,1.0,1,2,2.0,2.0,4.0,2.0,67,0
15884,1.0,1.0,0.0,1,2,2.0,2.0,4.0,3.0,40,1
15885,1.0,1.0,1.0,1,3,3.0,3.0,4.0,3.0,69,1
15886,1.0,1.0,0.0,1,3,3.0,3.0,4.0,4.0,35,1
15888,1.0,1.0,0.0,1,2,2.0,2.0,4.0,2.0,68,0
15889,1.0,0.0,1.0,2,1,1.0,2.0,4.0,3.0,66,1
15890,2.0,1.0,1.0,2,3,3.0,3.0,4.0,4.0,57,0
15893,1.0,1.0,0.0,1,2,2.0,3.0,4.0,3.0,55,1
15896,2.0,1.0,0.0,1,2,2.0,3.0,4.0,4.0,56,1
15900,2.0,1.0,0.0,1,2,2.0,3.0,4.0,3.0,56,1
15901,1.0,0.0,1.0,1,3,2.0,3.0,4.0,1.0,78,0
15902,2.0,1.0,1.0,3,3,3.0,3.0,4.0,4.0,59,1
15903,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,52,0
15906,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,41,0
15908,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,39,1
15909,2.0,1.0,0.0,3,3,3.0,4.0,4.0,5.0,52,0
15912,2.0,1.0,0.0,3,3,2.0,3.0,4.0,2.0,55,0
15913,2.0,1.0,0.0,3,2,2.0,2.0,4.0,3.0,57,1
15915,2.0,1.0,0.0,3,3,1.0,3.0,4.0,2.0,36,0
15918,2.0,1.0,0.0,1,2,2.0,2.0,4.0,5.0,80,1
15921,3.0,1.0,0.0,1,3,4.0,4.0,4.0,5.0,50,1
15923,3.0,1.0,0.0,1,4,3.0,3.0,4.0,5.0,59,0
15924,1.0,1.0,1.0,2,2,2.0,2.0,2.0,3.0,20,0
15925,2.0,1.0,1.0,1,4,3.0,3.0,4.0,2.0,44,1
15926,2.0,1.0,1.0,1,2,4.0,4.0,1.0,2.0,16,1
15927,3.0,1.0,1.0,1,3,2.0,3.0,4.0,3.0,33,1
15928,1.0,1.0,1.0,2,3,2.0,1.0,3.0,2.0,26,1
15929,4.0,0.0,0.0,3,2,3.0,2.0,2.0,2.0,40,1
15930,1.0,1.0,1.0,2,2,2.0,2.0,3.0,3.0,36,0
15931,1.0,0.0,0.0,2,2,3.0,1.0,2.0,2.0,29,1
15932,2.0,1.0,1.0,1,3,4.0,4.0,3.0,3.0,23,1
15933,2.0,1.0,1.0,1,3,3.0,4.0,4.0,3.0,55,0
15935,2.0,1.0,0.0,1,3,4.0,3.0,3.0,3.0,71,1
15936,2.0,1.0,0.0,1,3,4.0,3.0,4.0,3.0,38,0
15937,1.0,0.0,0.0,1,2,2.0,2.0,4.0,1.0,75,1
15938,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,32,1
15939,1.0,1.0,0.0,1,3,1.0,3.0,4.0,5.0,41,1
15940,2.0,1.0,0.0,1,3,2.0,3.0,4.0,5.0,28,0
15942,2.0,1.0,0.0,3,3,1.0,4.0,4.0,5.0,60,1
15944,2.0,0.0,0.0,3,2,2.0,2.0,4.0,1.0,66,0
15945,2.0,0.0,0.0,3,2,2.0,2.0,4.0,1.0,48,0
15946,1.0,0.0,0.0,2,2,2.0,2.0,4.0,1.0,71,1
15947,2.0,0.0,0.0,3,2,2.0,2.0,4.0,1.0,67,1
15948,1.0,1.0,0.0,1,1,1.0,1.0,4.0,1.0,77,0
15949,1.0,1.0,0.0,1,2,1.0,2.0,3.0,3.0,62,0
15950,2.0,1.0,0.0,1,2,1.0,3.0,3.0,4.0,41,1
15951,1.0,0.0,0.0,2,3,1.0,4.0,4.0,2.0,84,0
15952,1.0,1.0,1.0,3,2,1.0,3.0,4.0,3.0,63,1
15954,1.0,1.0,0.0,3,4,1.0,3.0,4.0,1.0,56,0
15955,2.0,0.0,0.0,2,3,2.0,4.0,4.0,3.0,56,0
15959,2.0,1.0,0.0,1,2,2.0,1.0,4.0,4.0,41,0
15960,1.0,1.0,0.0,1,3,2.0,3.0,4.0,4.0,60,1
15961,2.0,1.0,0.0,1,3,3.0,3.0,4.0,4.0,40,1
15962,3.0,1.0,1.0,2,2,2.0,2.0,4.0,3.0,43,0
15966,2.0,1.0,0.0,1,3,2.0,3.0,4.0,5.0,59,0
15967,2.0,1.0,0.0,2,1,2.0,4.0,3.0,2.0,35,1
15968,1.0,0.0,0.0,3,2,1.0,4.0,4.0,3.0,33,0
15969,1.0,1.0,0.0,1,3,2.0,4.0,3.0,3.0,45,1
15970,1.0,1.0,1.0,2,2,1.0,1.0,4.0,1.0,79,0
15971,1.0,1.0,0.0,1,1,1.0,3.0,4.0,3.0,47,1
15972,2.0,1.0,1.0,3,2,3.0,4.0,4.0,4.0,55,0
15973,2.0,1.0,0.0,3,3,3.0,3.0,3.0,4.0,54,0
15975,1.0,0.0,0.0,1,1,1.0,1.0,1.0,3.0,69,1
15977,4.0,1.0,1.0,3,3,2.0,4.0,4.0,5.0,65,0
15978,2.0,1.0,0.0,3,2,1.0,2.0,4.0,5.0,31,0
15980,3.0,1.0,0.0,2,3,2.0,3.0,4.0,4.0,60,0
15982,1.0,1.0,0.0,3,2,1.0,3.0,4.0,4.0,52,0
15983,1.0,0.0,0.0,3,2,1.0,3.0,3.0,1.0,49,1
15984,2.0,1.0,0.0,3,2,2.0,3.0,4.0,3.0,32,0
15985,2.0,1.0,0.0,1,2,1.0,1.0,4.0,3.0,57,1
15986,3.0,1.0,0.0,3,1,1.0,3.0,4.0,4.0,53,0
15987,2.0,1.0,0.0,2,2,2.0,2.0,4.0,1.0,71,1
15988,2.0,1.0,0.0,3,2,2.0,3.0,4.0,4.0,48,1
15989,1.0,1.0,0.0,2,2,2.0,3.0,4.0,1.0,65,0
15991,2.0,1.0,0.0,2,2,2.0,3.0,4.0,3.0,55,0
15992,2.0,1.0,1.0,3,3,1.0,2.0,4.0,5.0,21,0
