,european_identity,eu_migrants,noneu_migrants,socialclass,life_satisfaction,national_econ,job_situation,attachment_country,rightwing,age,gender
426,2.0,0.0,0.0,3,4,3.0,3.0,3.0,3.0,56,1
427,2.0,1.0,0.0,3,4,3.0,3.0,4.0,3.0,36,0
428,2.0,1.0,0.0,4,3,2.0,3.0,2.0,4.0,35,1
429,1.0,0.0,0.0,3,3,3.0,3.0,3.0,5.0,46,1
435,2.0,1.0,0.0,3,4,3.0,3.0,4.0,4.0,75,0
436,2.0,1.0,1.0,3,3,2.0,4.0,4.0,2.0,74,0
437,2.0,0.0,0.0,3,3,3.0,3.0,4.0,4.0,49,0
438,1.0,0.0,0.0,3,3,1.0,3.0,3.0,3.0,45,0
439,2.0,0.0,0.0,3,3,3.0,3.0,4.0,4.0,85,0
440,2.0,1.0,0.0,2,3,2.0,2.0,4.0,3.0,64,1
441,2.0,0.0,0.0,1,4,2.0,2.0,3.0,2.0,71,0
442,2.0,1.0,0.0,2,3,2.0,3.0,4.0,1.0,66,1
443,1.0,0.0,0.0,2,3,1.0,4.0,4.0,1.0,56,1
444,3.0,1.0,1.0,2,4,3.0,3.0,4.0,2.0,51,0
445,3.0,1.0,1.0,2,3,3.0,3.0,4.0,1.0,54,1
446,2.0,1.0,1.0,2,3,2.0,3.0,2.0,2.0,50,0
447,2.0,0.0,0.0,3,3,3.0,2.0,4.0,3.0,50,1
448,2.0,1.0,1.0,4,4,3.0,4.0,3.0,3.0,21,0
449,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,36,1
450,3.0,0.0,0.0,3,3,2.0,4.0,1.0,3.0,56,0
451,2.0,0.0,0.0,2,1,1.0,2.0,4.0,3.0,55,0
452,2.0,1.0,0.0,3,3,3.0,3.0,4.0,4.0,53,1
453,2.0,1.0,1.0,2,3,2.0,2.0,4.0,2.0,53,0
454,1.0,0.0,0.0,1,3,2.0,3.0,2.0,1.0,71,0
455,1.0,0.0,1.0,2,3,1.0,3.0,4.0,5.0,24,0
456,1.0,0.0,0.0,2,3,2.0,3.0,3.0,1.0,48,1
457,2.0,0.0,0.0,3,2,1.0,2.0,3.0,1.0,50,0
458,1.0,0.0,0.0,1,3,2.0,2.0,4.0,1.0,54,0
461,1.0,0.0,0.0,4,3,2.0,3.0,3.0,4.0,46,0
463,1.0,0.0,0.0,3,3,1.0,3.0,3.0,4.0,41,0
464,1.0,0.0,0.0,3,3,1.0,4.0,3.0,2.0,22,1
465,2.0,0.0,0.0,3,3,2.0,3.0,4.0,3.0,26,0
466,2.0,1.0,0.0,3,2,2.0,3.0,3.0,2.0,41,0
469,2.0,0.0,0.0,3,3,1.0,3.0,3.0,2.0,59,0
471,1.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,35,1
472,1.0,0.0,0.0,3,4,2.0,3.0,3.0,4.0,22,1
474,1.0,1.0,1.0,1,3,2.0,2.0,3.0,2.0,20,0
476,3.0,0.0,0.0,2,2,2.0,3.0,2.0,3.0,20,1
477,2.0,0.0,0.0,1,3,2.0,3.0,3.0,3.0,30,0
478,2.0,1.0,1.0,3,1,3.0,1.0,4.0,1.0,47,0
479,2.0,1.0,1.0,4,3,3.0,3.0,4.0,4.0,47,1
481,2.0,1.0,1.0,4,4,3.0,4.0,4.0,3.0,47,0
482,2.0,1.0,1.0,1,2,2.0,3.0,3.0,1.0,62,0
483,2.0,1.0,0.0,2,3,2.0,3.0,2.0,3.0,31,1
484,1.0,1.0,1.0,3,4,3.0,3.0,4.0,2.0,47,0
486,1.0,0.0,0.0,1,3,2.0,3.0,4.0,1.0,77,1
487,2.0,1.0,1.0,1,3,3.0,3.0,4.0,2.0,65,0
490,2.0,1.0,0.0,3,3,3.0,3.0,3.0,3.0,94,1
492,2.0,1.0,1.0,2,3,2.0,3.0,3.0,2.0,19,1
493,2.0,1.0,1.0,3,2,2.0,1.0,3.0,3.0,30,1
494,2.0,1.0,1.0,3,4,3.0,4.0,4.0,3.0,22,1
495,2.0,1.0,0.0,3,3,2.0,3.0,3.0,4.0,36,0
496,4.0,1.0,0.0,4,2,2.0,3.0,1.0,5.0,38,1
497,2.0,1.0,1.0,4,4,2.0,3.0,4.0,2.0,52,0
498,2.0,0.0,0.0,4,3,1.0,3.0,3.0,3.0,35,0
500,2.0,1.0,0.0,4,4,2.0,4.0,3.0,2.0,36,0
503,2.0,1.0,1.0,4,3,2.0,3.0,4.0,2.0,22,1
504,2.0,1.0,1.0,3,4,3.0,3.0,4.0,2.0,23,1
507,2.0,1.0,1.0,3,3,3.0,2.0,3.0,2.0,25,0
508,2.0,0.0,0.0,2,2,1.0,3.0,3.0,3.0,41,1
509,1.0,0.0,0.0,1,1,1.0,1.0,3.0,3.0,39,1
512,1.0,0.0,0.0,2,3,1.0,3.0,4.0,2.0,39,0
513,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,49,0
514,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,47,1
515,1.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,67,0
516,2.0,1.0,1.0,3,3,2.0,3.0,3.0,4.0,74,0
517,1.0,1.0,1.0,2,3,3.0,1.0,3.0,2.0,37,1
518,1.0,1.0,1.0,3,3,3.0,2.0,3.0,3.0,49,1
519,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,62,0
520,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,49,1
521,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,66,1
522,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,66,1
523,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,72,0
525,2.0,0.0,1.0,3,3,3.0,3.0,3.0,2.0,18,0
526,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,61,0
527,1.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,69,1
528,1.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,25,1
529,1.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,64,1
530,1.0,1.0,1.0,3,2,2.0,3.0,3.0,2.0,21,1
531,2.0,1.0,1.0,3,3,3.0,3.0,4.0,2.0,31,1
532,1.0,1.0,1.0,3,4,2.0,3.0,3.0,2.0,30,0
533,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,17,0
534,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,60,1
535,2.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,59,0
536,1.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,49,0
537,3.0,0.0,0.0,3,3,3.0,4.0,4.0,4.0,79,1
538,2.0,1.0,1.0,3,3,2.0,3.0,3.0,1.0,45,1
539,1.0,0.0,1.0,3,3,2.0,3.0,2.0,2.0,55,1
540,1.0,1.0,0.0,3,3,3.0,2.0,1.0,5.0,22,1
541,2.0,0.0,0.0,1,2,2.0,2.0,3.0,2.0,47,1
542,2.0,0.0,0.0,3,4,2.0,4.0,4.0,3.0,44,0
543,1.0,1.0,1.0,2,2,1.0,2.0,3.0,2.0,21,0
544,2.0,1.0,0.0,3,4,3.0,3.0,3.0,3.0,16,1
545,2.0,1.0,0.0,3,3,2.0,3.0,3.0,2.0,62,0
546,1.0,0.0,1.0,3,3,2.0,3.0,4.0,1.0,19,1
547,2.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,15,1
552,1.0,0.0,0.0,3,3,2.0,3.0,3.0,2.0,35,1
553,2.0,0.0,0.0,1,3,2.0,3.0,3.0,2.0,60,1
554,2.0,1.0,1.0,3,3,3.0,4.0,4.0,1.0,59,1
556,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,50,0
557,2.0,1.0,1.0,1,4,3.0,4.0,4.0,3.0,20,1
558,1.0,1.0,0.0,1,3,1.0,3.0,4.0,3.0,29,1
559,3.0,1.0,0.0,1,4,2.0,3.0,3.0,2.0,32,1
560,1.0,1.0,0.0,3,4,3.0,2.0,4.0,3.0,16,0
561,2.0,1.0,1.0,2,4,2.0,2.0,4.0,2.0,30,0
562,2.0,1.0,1.0,1,3,3.0,4.0,4.0,3.0,31,1
563,2.0,1.0,1.0,3,4,2.0,4.0,4.0,2.0,28,0
564,2.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,46,0
565,1.0,1.0,1.0,2,3,2.0,3.0,3.0,1.0,27,1
567,2.0,1.0,0.0,2,4,3.0,2.0,4.0,4.0,28,0
568,2.0,1.0,1.0,1,4,2.0,1.0,4.0,2.0,25,0
569,1.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,25,0
573,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,69,0
574,2.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,44,1
575,1.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,17,0
576,1.0,0.0,0.0,1,3,2.0,1.0,3.0,1.0,20,1
577,1.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,53,1
578,1.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,40,0
579,1.0,1.0,1.0,3,3,3.0,2.0,3.0,2.0,47,0
580,1.0,0.0,0.0,3,3,2.0,3.0,3.0,3.0,17,0
581,1.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,29,0
584,1.0,0.0,0.0,3,1,2.0,3.0,3.0,3.0,59,0
585,2.0,1.0,1.0,2,4,2.0,3.0,4.0,3.0,52,1
586,2.0,0.0,0.0,4,3,3.0,3.0,3.0,4.0,36,0
587,2.0,1.0,1.0,4,3,2.0,3.0,4.0,2.0,42,0
588,2.0,1.0,1.0,2,3,2.0,2.0,3.0,3.0,19,0
589,2.0,1.0,1.0,3,4,2.0,3.0,4.0,1.0,24,0
590,1.0,0.0,0.0,1,3,1.0,3.0,3.0,3.0,46,0
591,2.0,1.0,0.0,4,3,2.0,2.0,4.0,4.0,19,1
592,1.0,0.0,0.0,3,3,2.0,3.0,4.0,3.0,19,1
593,2.0,1.0,0.0,3,3,2.0,1.0,3.0,2.0,28,0
594,2.0,1.0,0.0,2,2,2.0,3.0,3.0,2.0,43,0
595,2.0,0.0,1.0,3,3,3.0,3.0,4.0,5.0,48,1
596,1.0,0.0,0.0,3,3,1.0,3.0,2.0,3.0,56,0
597,1.0,0.0,0.0,3,2,1.0,3.0,3.0,3.0,42,0
598,2.0,0.0,0.0,3,3,1.0,1.0,4.0,4.0,69,0
599,2.0,0.0,0.0,1,3,1.0,3.0,4.0,3.0,47,0
600,1.0,1.0,0.0,1,1,1.0,1.0,4.0,2.0,37,1
601,2.0,0.0,0.0,3,4,2.0,3.0,4.0,5.0,70,1
602,2.0,0.0,0.0,4,3,1.0,3.0,4.0,3.0,51,0
603,3.0,1.0,0.0,4,3,2.0,4.0,4.0,2.0,34,1
604,2.0,1.0,1.0,4,2,2.0,1.0,4.0,2.0,33,1
605,2.0,1.0,0.0,3,3,2.0,3.0,3.0,2.0,24,1
606,2.0,0.0,0.0,3,3,2.0,3.0,3.0,3.0,15,0
607,2.0,0.0,0.0,3,1,2.0,2.0,4.0,1.0,70,0
608,4.0,1.0,1.0,1,3,2.0,3.0,4.0,2.0,52,0
609,1.0,0.0,0.0,3,4,2.0,3.0,3.0,4.0,33,0
610,2.0,1.0,0.0,4,4,3.0,4.0,3.0,3.0,63,1
611,2.0,1.0,1.0,3,4,3.0,3.0,4.0,2.0,24,1
612,1.0,0.0,0.0,2,2,2.0,2.0,4.0,1.0,72,1
613,4.0,1.0,0.0,3,3,3.0,2.0,3.0,3.0,34,1
614,4.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,29,0
615,3.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,63,0
616,3.0,1.0,0.0,3,4,3.0,4.0,3.0,3.0,50,1
617,1.0,0.0,0.0,3,3,2.0,3.0,4.0,2.0,53,1
618,3.0,1.0,0.0,4,4,3.0,4.0,3.0,4.0,42,0
619,1.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,68,1
620,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,49,1
623,2.0,1.0,1.0,2,3,2.0,3.0,4.0,2.0,79,1
625,2.0,1.0,1.0,3,4,3.0,3.0,4.0,4.0,38,0
626,2.0,1.0,1.0,3,3,3.0,2.0,4.0,2.0,57,0
627,2.0,0.0,0.0,3,3,2.0,2.0,3.0,4.0,45,1
628,1.0,1.0,1.0,2,2,3.0,3.0,3.0,2.0,60,0
629,2.0,1.0,1.0,2,2,2.0,3.0,1.0,2.0,37,1
635,2.0,1.0,1.0,3,3,1.0,3.0,3.0,3.0,53,1
636,2.0,1.0,1.0,3,3,3.0,1.0,4.0,2.0,31,1
637,1.0,0.0,0.0,3,4,1.0,2.0,4.0,1.0,63,1
638,1.0,0.0,0.0,3,4,2.0,3.0,4.0,3.0,15,1
639,3.0,0.0,0.0,3,3,1.0,3.0,1.0,3.0,50,0
640,1.0,0.0,0.0,1,3,2.0,2.0,4.0,3.0,70,0
641,2.0,0.0,0.0,3,4,2.0,3.0,3.0,2.0,60,0
642,2.0,0.0,0.0,3,3,2.0,3.0,3.0,2.0,56,0
643,1.0,1.0,0.0,3,3,1.0,3.0,4.0,2.0,39,0
644,2.0,0.0,0.0,2,3,2.0,2.0,3.0,2.0,45,1
645,1.0,0.0,0.0,3,3,2.0,3.0,2.0,1.0,55,1
646,2.0,1.0,0.0,1,3,1.0,3.0,3.0,2.0,16,1
647,2.0,1.0,1.0,2,3,3.0,2.0,3.0,3.0,17,1
648,1.0,1.0,1.0,3,3,2.0,3.0,4.0,1.0,46,1
650,1.0,0.0,0.0,2,1,1.0,1.0,4.0,3.0,48,1
651,1.0,0.0,0.0,3,4,3.0,3.0,4.0,3.0,56,0
652,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,79,0
653,2.0,0.0,0.0,1,2,2.0,2.0,3.0,2.0,25,1
654,2.0,1.0,0.0,1,3,2.0,1.0,4.0,3.0,49,0
655,2.0,1.0,1.0,3,4,3.0,3.0,4.0,2.0,18,0
656,1.0,0.0,0.0,1,3,2.0,3.0,4.0,1.0,83,1
659,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,55,0
663,2.0,1.0,0.0,4,3,2.0,3.0,4.0,4.0,32,1
664,2.0,1.0,0.0,3,4,2.0,3.0,4.0,3.0,46,1
666,2.0,1.0,0.0,4,3,2.0,3.0,4.0,5.0,47,1
667,1.0,1.0,0.0,1,3,2.0,2.0,4.0,3.0,33,0
668,2.0,1.0,0.0,3,3,3.0,2.0,3.0,3.0,31,1
669,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,80,0
670,2.0,0.0,0.0,3,3,2.0,3.0,4.0,4.0,46,1
671,2.0,1.0,1.0,2,3,1.0,3.0,1.0,3.0,40,0
672,2.0,1.0,1.0,1,2,3.0,3.0,3.0,2.0,50,0
673,2.0,1.0,1.0,1,2,3.0,2.0,4.0,2.0,40,0
674,1.0,1.0,1.0,2,2,3.0,3.0,3.0,3.0,42,0
675,2.0,1.0,1.0,1,3,3.0,3.0,3.0,3.0,42,1
676,2.0,1.0,1.0,2,3,3.0,3.0,4.0,2.0,43,1
677,2.0,1.0,1.0,1,3,2.0,3.0,4.0,3.0,42,0
678,2.0,1.0,1.0,2,2,3.0,3.0,4.0,2.0,51,1
679,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,48,0
680,2.0,1.0,1.0,3,3,4.0,4.0,4.0,2.0,18,0
681,1.0,1.0,1.0,2,3,2.0,4.0,3.0,1.0,50,0
682,4.0,0.0,0.0,3,3,4.0,4.0,2.0,4.0,35,0
683,1.0,1.0,1.0,1,3,4.0,2.0,4.0,1.0,67,1
684,1.0,1.0,1.0,3,3,2.0,2.0,3.0,2.0,26,0
685,2.0,0.0,0.0,3,3,2.0,4.0,2.0,2.0,26,1
686,1.0,1.0,1.0,2,4,2.0,2.0,2.0,3.0,51,1
687,1.0,1.0,0.0,3,4,2.0,4.0,4.0,2.0,52,0
688,2.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,80,0
690,2.0,1.0,0.0,4,4,3.0,4.0,3.0,3.0,28,0
691,2.0,1.0,0.0,3,4,2.0,4.0,4.0,3.0,52,1
692,2.0,0.0,0.0,2,2,1.0,2.0,3.0,3.0,54,0
693,2.0,1.0,0.0,3,3,3.0,4.0,3.0,3.0,65,0
694,2.0,1.0,1.0,4,4,3.0,4.0,2.0,3.0,36,0
695,2.0,1.0,1.0,4,3,3.0,3.0,3.0,2.0,68,1
696,2.0,1.0,1.0,2,2,3.0,2.0,3.0,3.0,32,0
697,2.0,1.0,0.0,3,3,3.0,3.0,3.0,3.0,65,1
698,1.0,0.0,1.0,2,3,2.0,2.0,3.0,1.0,32,0
699,2.0,1.0,1.0,3,4,3.0,2.0,4.0,3.0,40,1
700,2.0,1.0,1.0,4,4,4.0,4.0,3.0,1.0,35,0
701,2.0,1.0,1.0,3,3,3.0,2.0,2.0,2.0,64,0
703,2.0,1.0,0.0,3,4,3.0,3.0,4.0,2.0,64,0
704,1.0,0.0,0.0,1,4,3.0,3.0,3.0,5.0,32,1
705,2.0,0.0,0.0,2,3,1.0,2.0,3.0,3.0,29,0
706,2.0,1.0,1.0,3,3,1.0,4.0,2.0,1.0,25,1
707,1.0,0.0,0.0,1,3,2.0,2.0,3.0,3.0,59,0
708,2.0,1.0,1.0,1,2,3.0,2.0,4.0,2.0,40,1
710,3.0,1.0,0.0,2,3,3.0,2.0,3.0,2.0,37,0
711,1.0,0.0,0.0,3,3,3.0,4.0,4.0,3.0,52,0
712,2.0,1.0,0.0,3,3,2.0,3.0,4.0,2.0,20,0
713,2.0,0.0,0.0,2,4,3.0,3.0,2.0,5.0,67,0
714,2.0,0.0,0.0,3,3,2.0,3.0,2.0,5.0,51,0
715,2.0,1.0,1.0,3,3,3.0,2.0,3.0,3.0,55,0
716,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,15,1
717,2.0,0.0,0.0,1,4,3.0,3.0,3.0,3.0,21,1
718,3.0,1.0,1.0,3,3,3.0,4.0,3.0,1.0,50,1
719,2.0,1.0,1.0,3,3,3.0,3.0,1.0,2.0,64,1
720,2.0,1.0,0.0,2,3,2.0,3.0,4.0,1.0,19,0
721,2.0,0.0,0.0,3,3,2.0,4.0,3.0,2.0,38,0
722,2.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,57,1
723,3.0,1.0,1.0,3,3,3.0,3.0,2.0,3.0,26,1
724,2.0,1.0,1.0,4,3,3.0,3.0,4.0,4.0,42,1
725,3.0,0.0,1.0,3,3,4.0,3.0,4.0,4.0,42,0
726,2.0,0.0,0.0,3,3,2.0,3.0,3.0,2.0,57,0
727,2.0,0.0,1.0,3,3,2.0,3.0,3.0,4.0,25,1
728,2.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,17,1
729,3.0,0.0,0.0,3,3,2.0,3.0,3.0,5.0,36,1
730,3.0,1.0,0.0,3,3,3.0,2.0,3.0,3.0,25,1
731,2.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,49,0
734,3.0,1.0,1.0,2,3,3.0,2.0,3.0,2.0,60,0
736,3.0,1.0,1.0,2,3,3.0,3.0,3.0,2.0,31,1
738,2.0,1.0,1.0,3,4,3.0,4.0,3.0,2.0,38,0
742,2.0,0.0,0.0,3,3,3.0,3.0,4.0,4.0,61,0
743,2.0,0.0,0.0,3,4,3.0,3.0,4.0,3.0,69,0
744,2.0,0.0,0.0,3,4,3.0,3.0,4.0,3.0,72,0
745,2.0,0.0,0.0,2,3,3.0,3.0,4.0,4.0,67,1
746,2.0,1.0,0.0,4,4,3.0,3.0,4.0,4.0,57,0
747,2.0,0.0,0.0,3,4,3.0,3.0,3.0,4.0,79,0
748,2.0,0.0,0.0,3,4,3.0,3.0,4.0,3.0,67,0
749,1.0,0.0,0.0,3,4,3.0,3.0,2.0,4.0,56,1
752,1.0,0.0,0.0,3,3,3.0,3.0,2.0,5.0,64,1
756,2.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,52,1
758,2.0,0.0,0.0,3,2,3.0,4.0,4.0,4.0,72,0
759,2.0,1.0,1.0,3,4,3.0,4.0,2.0,2.0,26,1
760,3.0,1.0,0.0,3,3,3.0,4.0,3.0,2.0,22,1
761,2.0,1.0,0.0,4,3,3.0,3.0,2.0,4.0,20,1
762,1.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,46,0
763,2.0,1.0,1.0,3,3,3.0,3.0,4.0,2.0,59,0
764,2.0,1.0,1.0,3,2,2.0,2.0,4.0,3.0,59,1
765,2.0,0.0,0.0,3,3,2.0,3.0,4.0,4.0,73,1
766,2.0,0.0,0.0,3,3,2.0,2.0,4.0,3.0,48,0
767,2.0,0.0,0.0,3,3,3.0,3.0,4.0,3.0,56,0
768,1.0,0.0,0.0,3,3,2.0,3.0,3.0,4.0,48,0
769,2.0,0.0,0.0,3,3,3.0,2.0,2.0,3.0,62,1
771,2.0,0.0,0.0,3,4,2.0,3.0,4.0,3.0,65,1
772,2.0,1.0,1.0,3,4,3.0,3.0,3.0,3.0,65,1
773,2.0,1.0,1.0,3,4,3.0,4.0,3.0,2.0,41,1
774,1.0,0.0,0.0,3,3,2.0,3.0,3.0,4.0,55,0
775,2.0,1.0,1.0,3,4,3.0,3.0,3.0,4.0,50,1
776,1.0,0.0,0.0,1,3,3.0,3.0,4.0,3.0,60,1
777,1.0,1.0,0.0,1,3,3.0,3.0,4.0,4.0,71,1
778,1.0,0.0,0.0,1,3,2.0,3.0,3.0,3.0,71,0
781,2.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,51,0
783,2.0,0.0,0.0,3,2,2.0,2.0,3.0,3.0,52,1
785,1.0,0.0,0.0,3,3,2.0,3.0,3.0,2.0,58,1
786,2.0,0.0,0.0,1,3,3.0,3.0,3.0,3.0,35,0
788,2.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,55,0
789,2.0,1.0,1.0,3,4,3.0,3.0,3.0,2.0,44,0
790,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,49,0
791,1.0,1.0,0.0,3,3,3.0,3.0,3.0,3.0,35,1
794,2.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,55,0
795,3.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,48,0
799,3.0,1.0,1.0,1,3,2.0,2.0,3.0,2.0,34,1
800,2.0,0.0,0.0,3,3,3.0,3.0,3.0,3.0,32,0
802,4.0,0.0,0.0,3,3,3.0,3.0,1.0,5.0,38,1
803,3.0,1.0,1.0,3,3,2.0,4.0,2.0,2.0,64,1
804,2.0,1.0,0.0,3,3,3.0,3.0,4.0,2.0,53,0
805,2.0,1.0,0.0,4,3,3.0,4.0,4.0,2.0,44,1
806,1.0,1.0,0.0,1,3,2.0,2.0,2.0,3.0,49,0
807,1.0,0.0,0.0,3,3,3.0,4.0,3.0,3.0,46,1
808,1.0,0.0,0.0,3,4,3.0,3.0,3.0,3.0,59,1
809,2.0,1.0,1.0,3,4,3.0,3.0,3.0,3.0,42,0
810,2.0,1.0,1.0,3,4,3.0,4.0,1.0,4.0,59,0
814,1.0,1.0,1.0,3,4,3.0,4.0,3.0,4.0,31,1
815,3.0,1.0,1.0,3,3,2.0,3.0,4.0,2.0,49,1
816,2.0,0.0,0.0,3,3,2.0,2.0,4.0,4.0,18,1
817,3.0,1.0,1.0,3,3,4.0,2.0,4.0,4.0,57,0
818,3.0,1.0,1.0,3,3,4.0,4.0,3.0,4.0,41,1
819,2.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,22,0
820,2.0,1.0,1.0,3,3,4.0,3.0,2.0,2.0,47,1
821,2.0,0.0,0.0,4,3,3.0,3.0,2.0,3.0,26,1
823,2.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,53,0
824,2.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,64,1
825,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,37,0
826,3.0,1.0,1.0,3,3,3.0,2.0,4.0,3.0,27,1
827,3.0,1.0,1.0,3,3,2.0,3.0,4.0,4.0,47,1
828,2.0,0.0,0.0,2,3,3.0,3.0,3.0,4.0,22,0
829,2.0,0.0,1.0,3,3,2.0,3.0,2.0,4.0,67,0
830,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,51,1
831,2.0,1.0,1.0,3,3,3.0,3.0,4.0,4.0,39,1
832,3.0,1.0,1.0,3,3,2.0,2.0,4.0,4.0,67,0
833,2.0,1.0,1.0,3,3,4.0,2.0,3.0,4.0,19,0
834,2.0,1.0,1.0,3,3,2.0,4.0,4.0,4.0,35,0
835,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,22,1
836,3.0,1.0,1.0,2,3,3.0,2.0,3.0,3.0,58,0
837,1.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,40,1
838,2.0,1.0,1.0,3,4,3.0,3.0,4.0,2.0,27,0
839,2.0,0.0,0.0,3,4,3.0,3.0,3.0,2.0,55,1
840,2.0,1.0,1.0,3,4,3.0,3.0,4.0,3.0,67,1
841,3.0,0.0,0.0,2,4,3.0,3.0,3.0,2.0,32,0
842,2.0,0.0,0.0,4,3,3.0,3.0,4.0,4.0,72,1
843,2.0,0.0,0.0,3,4,3.0,3.0,3.0,4.0,73,0
844,1.0,0.0,0.0,2,3,2.0,1.0,2.0,2.0,28,0
845,2.0,0.0,0.0,3,3,3.0,3.0,4.0,4.0,64,0
847,4.0,1.0,1.0,3,3,2.0,3.0,4.0,2.0,46,1
848,2.0,1.0,0.0,3,3,2.0,3.0,2.0,4.0,54,0
849,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,56,1
850,1.0,1.0,0.0,2,4,3.0,3.0,3.0,2.0,51,0
851,2.0,0.0,0.0,3,3,4.0,4.0,3.0,2.0,48,0
852,2.0,1.0,0.0,1,4,2.0,4.0,4.0,3.0,50,0
853,1.0,1.0,0.0,2,4,2.0,3.0,2.0,4.0,63,1
854,2.0,1.0,0.0,3,4,3.0,4.0,4.0,3.0,62,1
856,1.0,0.0,0.0,1,4,2.0,4.0,3.0,5.0,54,1
857,2.0,0.0,0.0,3,4,3.0,4.0,4.0,3.0,49,0
858,1.0,0.0,0.0,3,4,3.0,4.0,3.0,3.0,46,0
859,2.0,1.0,0.0,3,4,3.0,3.0,3.0,3.0,42,1
860,1.0,0.0,0.0,1,2,3.0,4.0,4.0,3.0,66,0
862,1.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,54,1
863,2.0,1.0,0.0,3,3,3.0,4.0,3.0,4.0,39,0
865,3.0,0.0,0.0,3,3,3.0,3.0,3.0,3.0,62,1
866,3.0,1.0,0.0,3,3,2.0,3.0,2.0,2.0,53,1
867,2.0,1.0,1.0,3,3,4.0,2.0,3.0,3.0,67,0
869,2.0,1.0,0.0,3,3,3.0,2.0,3.0,2.0,41,1
871,2.0,1.0,1.0,3,4,4.0,3.0,2.0,4.0,36,0
872,3.0,1.0,0.0,3,3,2.0,3.0,3.0,3.0,30,0
873,3.0,1.0,1.0,3,3,3.0,2.0,2.0,4.0,48,0
874,3.0,0.0,1.0,3,3,2.0,3.0,3.0,4.0,52,0
875,2.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,55,1
876,3.0,1.0,1.0,3,3,4.0,2.0,4.0,4.0,64,0
877,4.0,1.0,0.0,2,3,2.0,3.0,4.0,2.0,26,0
878,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,35,1
881,3.0,1.0,1.0,2,4,3.0,3.0,3.0,1.0,56,0
882,2.0,1.0,0.0,3,3,3.0,2.0,3.0,3.0,51,1
883,3.0,1.0,1.0,3,4,3.0,3.0,3.0,3.0,51,1
